,lastReportTime,meterType,slaveAddr,blockId,wire,freq,p_sum,ae_tot,re_tot,session,weekend,Temperature
2187,2020-09-30 03:00:00,1.0,3.0,0.0,1.0,60.00583333333333,132234.3333333333,530593.4883333334,175378508.22166666,0,0,21.2
2188,2020-09-30 04:00:00,1.0,3.0,0.0,1.0,59.998000000000005,64013.366666666676,530692.3083333333,161061583.05833334,0,0,21.1
2189,2020-09-30 05:00:00,1.0,3.0,0.0,1.0,59.970333333333336,117140.03333333333,530778.3783333333,171799261.48,0,0,20.9
2190,2020-09-30 06:00:00,1.0,3.0,0.0,1.0,59.973742424242424,121963.20303030303,508459.93863636366,168220146.89000002,0,0,20.7
2191,2020-09-30 07:00:00,1.0,3.0,0.0,1.0,59.99566666666667,124499.26818181819,531027.5296969697,171799287.12666667,2,0,20.6
2192,2020-09-30 08:00:00,1.0,3.0,0.0,1.0,59.99245454545454,117133.77878787878,531147.5465151516,171799165.28833336,2,0,21.2
2193,2020-09-30 09:00:00,1.0,3.0,0.0,1.0,59.987666666666655,91375.21666666666,531257.365,171798894.05,2,0,22.6
2194,2020-09-30 10:00:00,1.0,3.0,0.0,1.0,60.00633333333333,51844.22272727273,531329.052121212,171798816.35999998,2,0,21.3
2195,2020-09-30 11:00:00,1.0,3.0,0.0,1.0,60.01563636363636,46253.836363636365,531375.7363636364,171798767.95454544,2,0,21.8
2196,2020-09-30 12:00:00,1.0,3.0,0.0,1.0,59.983712121212115,40131.36212121212,531417.325,171798783.94833332,2,0,22.0
2197,2020-09-30 13:00:00,1.0,3.0,0.0,1.0,60.02633333333333,35783.55,531454.7766666666,171798808.78666666,3,0,21.4
2198,2020-09-30 14:00:00,1.0,3.0,0.0,1.0,59.991196969696965,27860.13787878788,513944.61136363633,171798724.22,3,0,21.4
2199,2020-09-30 15:00:00,1.0,3.0,0.0,1.0,60.00699999999999,26188.0,531515.2766666667,171798706.25833333,3,0,21.7
