,lastReportTime,p_sum,weekend,session,ae_tot,Temp(¢J)
1821,2020-09-14 21:00:00,48245.06827015415,0,4,500283.205084746,29.1
1822,2020-09-14 22:00:00,62119.441585302906,0,4,508460.44500000007,28.9
1823,2020-09-14 23:00:00,70891.83613894746,0,4,516545.3406779662,28.7
1824,2020-09-15 00:00:00,84134.0906025019,0,1,507990.7533333333,28.7
1825,2020-09-15 01:00:00,99625.63073354204,0,0,508671.66666666657,27.7
1826,2020-09-15 02:00:00,115031.71092861315,0,0,505584.5406779663,27.7
1827,2020-09-15 03:00:00,128349.23191856935,0,0,509031.1883333333,27.3
1828,2020-09-15 04:00:00,138119.2806788999,0,0,509161.5199999999,26.9
1829,2020-09-15 05:00:00,144453.69373394962,0,0,499505.7345454546,27.0
1830,2020-09-15 06:00:00,141984.95282485872,0,0,509440.4433333332,26.7
1831,2020-09-15 07:00:00,130680.28592706726,0,2,509624.72333333327,27.2
1832,2020-09-15 08:00:00,115159.90817107903,0,2,509792.19666666654,28.4
1833,2020-09-15 09:00:00,101899.00059532144,0,2,509930.2700000001,31.3
1834,2020-09-15 10:00:00,93555.98695895783,0,2,510034.6415384617,33.3
1835,2020-09-15 11:00:00,80692.57786804874,0,2,510114.82000000007,34.3
1836,2020-09-15 12:00:00,65483.1642316851,0,2,513915.9084745762,34.7
1837,2020-09-15 13:00:00,50213.8445347154,0,3,510205.3436363637,34.1
1838,2020-09-15 14:00:00,36871.02088294345,0,3,510219.28333333327,34.1
1839,2020-09-15 15:00:00,27276.99569354951,0,3,493759.8133333334,33.5
1840,2020-09-15 16:00:00,19746.13376173133,0,3,510241.11833333323,32.3
1841,2020-09-15 17:00:00,14156.743989004059,0,3,518353.13220339,30.5
1842,2020-09-15 18:00:00,11396.130678462201,0,3,510261.1866666668,29.9
1843,2020-09-15 19:00:00,17356.716215652283,0,4,497878.7254237288,29.7
1844,2020-09-15 20:00:00,29985.623791409856,0,4,510277.43500000023,29.8
1845,2020-09-15 21:00:00,43127.58591262197,0,4,510285.78666666686,30.0
1846,2020-09-15 22:00:00,56057.48136716742,0,4,510293.3818181818,29.8
1847,2020-09-15 23:00:00,62549.97379140985,0,4,510303.97333333327,29.3
1848,2020-09-16 00:00:00,73777.738942925,0,1,510351.7116666668,29.1
1849,2020-09-16 01:00:00,86458.35970213497,0,0,510476.79166666674,28.7
1850,2020-09-16 02:00:00,101120.51822486223,0,0,510633.0033333332,28.4
1851,2020-09-16 03:00:00,116524.0984925818,0,0,510790.27666666673,28.0
1852,2020-09-16 04:00:00,128615.18220470301,0,0,510909.2949999999,27.4
1853,2020-09-16 05:00:00,137092.0896857636,0,0,511013.505,27.2
1854,2020-09-16 06:00:00,137588.91392818786,0,0,511154.3781818179,27.1
1855,2020-09-16 07:00:00,129402.65029182422,0,2,511313.16666666657,27.7
1856,2020-09-16 08:00:00,117931.72907970301,0,2,519610.9881355934,29.9
1857,2020-09-16 09:00:00,105595.0472615212,0,2,502657.905,31.5
1858,2020-09-16 10:00:00,99425.44372616766,0,2,511778.91,33.6
1859,2020-09-16 11:00:00,88742.8219490747,0,2,511880.245,35.1
1860,2020-09-16 12:00:00,76428.10059921243,0,2,511955.1183333335,35.4
1861,2020-09-16 13:00:00,61621.149298065386,0,3,500264.2466666669,33.3
1862,2020-09-16 14:00:00,46024.306771100826,0,3,512023.97666666657,34.6
1863,2020-09-16 15:00:00,33752.905255949314,0,3,520920.65,32.1
1864,2020-09-16 16:00:00,24287.136771100835,0,3,511580.7898305086,31.4
1865,2020-09-16 17:00:00,17010.186939451003,0,3,512064.7416666664,30.9
1866,2020-09-16 18:00:00,12601.566140552932,0,3,511602.7186440679,30.7
1867,2020-09-16 19:00:00,18135.15401934081,0,4,511610.0559322033,30.3
1868,2020-09-16 20:00:00,29685.494928431715,0,4,512087.92666666646,30.1
1869,2020-09-16 21:00:00,44519.56816075495,0,4,512095.6783333335,30.0
1870,2020-09-16 22:00:00,58098.77327118124,0,4,512104.8,29.8
1871,2020-09-16 23:00:00,66367.17478633275,0,4,512112.3618181818,29.6
1872,2020-09-17 00:00:00,81347.73820869194,0,1,512155.7,29.3
1873,2020-09-17 01:00:00,97639.71391490664,0,0,512285.51666666655,28.9
1874,2020-09-17 02:00:00,112736.21239975511,0,0,507617.6366666667,28.5
1875,2020-09-17 03:00:00,127133.29562289562,0,0,512626.9366666666,28.1
1876,2020-09-17 04:00:00,138500.27575757573,0,0,512759.15166666673,27.8
1877,2020-09-17 05:00:00,145834.7327403464,0,0,512893.02333333343,27.4
1878,2020-09-17 06:00:00,143519.27719335107,0,0,513076.77666666656,27.6
1879,2020-09-17 07:00:00,134536.0832539571,0,2,513256.3033333332,27.9
1880,2020-09-17 08:00:00,121513.44747855605,0,2,513420.41636363615,29.8
1881,2020-09-17 09:00:00,107533.21601083799,0,2,513571.2016666668,32.4
1882,2020-09-17 10:00:00,99147.7375081642,0,2,513213.58135593217,34.3
1883,2020-09-17 11:00:00,84298.9943141924,0,2,513293.9372881357,35.2
1884,2020-09-17 12:00:00,68031.36089022187,0,2,504792.25,34.9
1885,2020-09-17 13:00:00,52910.10974940192,0,3,513856.9366666666,34.8
1886,2020-09-17 14:00:00,38279.169485263206,0,3,510625.54915254243,36.4
1887,2020-09-17 15:00:00,26489.52108954129,0,3,513888.87,36.0
1888,2020-09-17 16:00:00,18803.458559857612,0,3,513899.2927272727,35.4
1889,2020-09-17 17:00:00,13432.776671637976,0,3,513441.9084745762,32.6
1890,2020-09-17 18:00:00,11400.869922326681,0,3,513915.64166666643,31.5
1891,2020-09-17 19:00:00,16339.374981474308,0,4,513922.68166666647,31.1
1892,2020-09-17 20:00:00,28312.581616115836,0,4,502166.9766666665,30.9
1893,2020-09-17 21:00:00,40840.61163394114,0,4,504913.3616666664,30.6
1894,2020-09-17 22:00:00,52672.37149457961,0,4,505718.4457627117,30.2
1895,2020-09-17 23:00:00,59524.05058208199,0,4,513956.5683333334,29.7
1896,2020-09-18 00:00:00,69974.1062683565,0,1,505864.2945454544,29.1
1897,2020-09-18 01:00:00,82157.673370988,0,0,517910.2135593221,28.9
1898,2020-09-18 02:00:00,95092.88691822506,0,0,514271.39833333326,28.7
1899,2020-09-18 03:00:00,107774.14659736944,0,0,514418.76666666655,28.4
1900,2020-09-18 04:00:00,117693.5100656423,0,0,522367.8844827585,28.0
1901,2020-09-18 05:00:00,123331.58348162027,0,0,514084.6133333332,27.7
1902,2020-09-18 06:00:00,120381.86301656914,0,0,514301.24406779656,27.4
1903,2020-09-18 07:00:00,112175.15148600932,0,2,514365.5466666667,28.1
1904,2020-09-18 08:00:00,100525.22789293571,0,2,514516.01,30.7
1905,2020-09-18 09:00:00,89444.32031717815,0,2,495462.7036363635,32.9
1906,2020-09-18 10:00:00,83502.99663618351,0,2,515287.47166666656,35.1
1907,2020-09-18 11:00:00,73462.41330285018,0,2,497883.24237288116,36.2
1908,2020-09-18 12:00:00,61879.79798245646,0,2,515409.64333333325,35.1
1909,2020-09-18 13:00:00,49136.27117197881,0,3,510629.33750000026,36.2
1910,2020-09-18 14:00:00,36523.02177010095,0,3,498730.85,35.3
1911,2020-09-18 15:00:00,26701.181152594756,0,3,512233.1135593221,29.5
1912,2020-09-18 16:00:00,19804.941315196385,0,3,515494.71333333314,29.8
1913,2020-09-18 17:00:00,15389.944344246705,0,3,515003.8555555556,29.8
1914,2020-09-18 18:00:00,12151.500025281945,0,3,523697.47627118655,29.7
1915,2020-09-18 19:00:00,18337.83725471917,0,4,515522.5533333333,29.7
1916,2020-09-18 20:00:00,28537.00392138584,0,4,506638.8051724138,29.5
1917,2020-09-18 21:00:00,39326.365960887175,0,4,515539.0583333333,29.3
1918,2020-09-18 22:00:00,52080.04020331141,0,4,503761.6233333333,29.0
1919,2020-09-18 23:00:00,59257.35197979143,0,4,515097.9372881354,29.1
1920,2020-09-19 00:00:00,70680.11666905695,1,1,515602.20166666654,28.3
1921,2020-09-19 01:00:00,82607.50698002572,1,0,515721.005,28.9
1922,2020-09-19 02:00:00,94893.4379743354,1,0,515850.1399999999,28.9
1923,2020-09-19 03:00:00,106046.8414480974,1,0,515533.3033898304,28.6
1924,2020-09-19 04:00:00,113836.48353974559,1,0,515657.294915254,28.1
1925,2020-09-19 05:00:00,118020.67819541068,1,0,516220.3650000001,28.1
1926,2020-09-19 06:00:00,114258.47668025919,1,0,516362.51666666655,27.9
1927,2020-09-19 07:00:00,106320.28577116827,1,2,513263.4542372882,28.1
1928,2020-09-19 08:00:00,95657.367676197,1,2,507590.7849999999,29.8
1929,2020-09-19 09:00:00,82599.66328831819,1,2,516764.805,32.3
1930,2020-09-19 10:00:00,74919.37109787135,1,2,507742.2851851854,33.8
1931,2020-09-19 11:00:00,63367.31992889344,1,2,516891.25666666654,32.8
1932,2020-09-19 12:00:00,51177.741989499504,1,2,516936.95,34.7
1933,2020-09-19 13:00:00,38796.128549335146,1,3,499425.22542372893,34.4
1934,2020-09-19 14:00:00,27423.33238632575,1,3,516432.9850000002,33.5
1935,2020-09-19 15:00:00,19536.824689356054,1,3,516987.7016666668,32.8
1936,2020-09-19 16:00:00,14465.322946595112,1,3,508663.4203389831,32.1
1937,2020-09-19 17:00:00,10660.511164776932,1,3,517001.1633333335,31.0
1938,2020-09-19 18:00:00,7363.906787786691,1,3,516410.3561403509,30.7
1939,2020-09-19 19:00:00,8529.21510314365,1,4,517601.88620689657,29.7
1940,2020-09-19 20:00:00,12410.389187992132,1,4,517021.85,29.0
