,Unnamed: 0,lastReportTime,meterType,slaveAddr,blockId,wire,freq,p_sum,ae_tot,session,weekend,Temperature
0,0,2020-07-15 00:00:00,4.0,1.0,1.5,1.0,60.01323863636367,685.6948832379345,5432.898106060604,1,0,29.6
1,1,2020-07-15 01:00:00,4.0,1.0,1.5,1.0,60.01047619047617,1107.9927944955107,5821.04383116883,0,0,30.4
2,2,2020-07-15 02:00:00,4.0,1.0,1.5,1.0,60.013750000000016,1530.2907057530865,5822.9175,0,0,30.2
3,3,2020-07-15 03:00:00,4.0,1.0,1.5,1.0,59.98819736842106,1952.5886170106628,5129.333684210526,0,0,29.9
4,4,2020-07-15 04:00:00,4.0,1.0,1.5,1.0,59.99875,2374.8865282682386,5826.947916666668,0,0,29.8
5,5,2020-07-15 05:00:00,4.0,1.0,1.5,1.0,59.99854978354978,2797.184439525813,4783.583333333335,0,0,29.6
6,6,2020-07-15 06:00:00,4.0,1.0,1.5,1.0,60.01416666666666,5673.351794897712,5573.549999999998,0,0,29.6
7,7,2020-07-15 07:00:00,4.0,1.0,1.5,1.0,59.998803418803426,8459.81163007145,3941.9690170940166,2,0,29.4
8,8,2020-07-15 08:00:00,4.0,1.0,1.5,1.0,60.00020833333333,11216.31163007145,5147.692916666668,2,0,31.1
9,9,2020-07-15 09:00:00,4.0,1.0,1.5,1.0,59.98424818840578,13375.411884908146,5642.238405797101,2,0,32.6
10,10,2020-07-15 10:00:00,4.0,1.0,1.5,1.0,59.98021739130432,16061.253782141346,5835.913043478256,2,0,33.0
11,11,2020-07-15 11:00:00,4.0,1.0,1.5,1.0,60.05327751196171,18427.29175931569,5238.810765550239,2,0,34.6
12,12,2020-07-15 12:00:00,4.0,1.0,1.5,1.0,60.0378151260504,18965.260193659124,5032.432352941178,2,0,34.4
13,13,2020-07-15 13:00:00,4.0,1.0,1.5,1.0,60.023958333333304,18827.010780824483,5836.204166666663,3,0,36.1
14,14,2020-07-15 14:00:00,4.0,1.0,1.5,1.0,59.95279176201376,19412.41583681921,4826.775629290618,3,0,35.1
15,15,2020-07-15 15:00:00,4.0,1.0,1.5,1.0,59.95298913043479,20891.341232076127,5836.393478260866,3,0,35.3
16,16,2020-07-15 16:00:00,4.0,1.0,1.5,1.0,74.85426190476191,19859.67917674016,5394.215833333332,3,0,33.5
17,17,2020-07-15 17:00:00,4.0,1.0,1.5,1.0,60.00659722222221,16911.931195576326,4278.030555555557,3,0,31.3
18,18,2020-07-15 18:00:00,4.0,1.0,1.5,1.0,58.676515151515176,14024.998084090628,5786.981249999998,3,0,31.0
19,19,2020-07-15 19:00:00,4.0,1.0,1.5,1.0,58.650879446640346,11156.323841666386,5432.968577075097,4,0,30.8
20,20,2020-07-15 20:00:00,4.0,1.0,1.5,1.0,60.02875,9007.652893049784,5836.874999999995,4,0,30.1
21,21,2020-07-15 21:00:00,4.0,1.0,1.5,1.0,59.972238095238104,6364.519329149918,5394.713333333331,4,0,30.0
22,22,2020-07-15 22:00:00,4.0,1.0,1.5,1.0,59.9845881006865,3975.171385426975,5231.540503432493,4,0,30.1
23,23,2020-07-15 23:00:00,4.0,1.0,1.5,1.0,58.68487318840579,3407.743574711121,5837.883333333332,4,0,30.3
24,24,2020-07-16 00:00:00,4.0,1.0,1.5,1.0,59.99708333333331,3481.4199734761796,5839.083333333332,1,0,29.1
25,25,2020-07-16 01:00:00,4.0,1.0,1.5,1.0,60.00147644927536,2929.571069415813,5840.822554347828,0,0,29.1
26,26,2020-07-16 02:00:00,4.0,1.0,1.5,1.0,59.99666666666669,1536.5267677030338,5843.0999999999985,0,0,29.0
27,27,2020-07-16 03:00:00,4.0,1.0,1.5,1.0,60.00125000000001,1440.855606328523,5845.187500000001,0,0,28.8
28,28,2020-07-16 04:00:00,4.0,1.0,1.5,1.0,59.99586956521738,1445.8935323959374,5645.300000000001,0,0,28.8
29,29,2020-07-16 05:00:00,4.0,1.0,1.5,1.0,60.01117848970254,1937.3821569959746,5040.138787185354,0,0,28.5
30,30,2020-07-16 06:00:00,4.0,1.0,1.5,1.0,60.00443675889325,4192.339721361433,5445.6419960474295,0,0,28.8
31,31,2020-07-16 07:00:00,4.0,1.0,1.5,1.0,59.99291501976285,6988.550195669732,5851.427371541503,2,0,29.4
32,32,2020-07-16 08:00:00,4.0,1.0,1.5,1.0,59.99690191387559,9744.235307659192,5217.777272727273,2,0,32.5
33,33,2020-07-16 09:00:00,4.0,1.0,1.5,1.0,59.97609848484851,11964.25448628758,5465.129356060607,2,0,32.7
34,34,2020-07-16 10:00:00,4.0,1.0,1.5,1.0,74.86795238095239,14641.963231346868,5290.040476190479,2,0,33.4
35,35,2020-07-16 11:00:00,4.0,1.0,1.5,1.0,75.6532205513784,15846.562191692396,5192.07731829574,2,0,35.3
36,36,2020-07-16 12:00:00,4.0,1.0,1.5,1.0,60.00756916996047,15739.150226187545,5537.5399209486195,2,0,35.0
37,37,2020-07-16 13:00:00,4.0,1.0,1.5,1.0,60.01304347826087,15642.72730128636,5801.334782608698,3,0,35.1
38,38,2020-07-16 14:00:00,4.0,1.0,1.5,1.0,60.01047368421053,16200.132553569962,5620.907105263159,3,0,33.5
39,39,2020-07-16 15:00:00,4.0,1.0,1.5,1.0,60.00655303030301,16958.21742636205,5465.87575757576,3,0,33.6
40,40,2020-07-16 16:00:00,4.0,1.0,1.5,1.0,58.58471861471864,16652.50766642502,5632.181601731603,3,0,34.2
41,41,2020-07-16 17:00:00,4.0,1.0,1.5,1.0,60.000226449275324,14304.857100616558,5659.978442028988,3,0,33.8
42,42,2020-07-16 18:00:00,4.0,1.0,1.5,1.0,60.00909090909088,11385.37389903553,5853.9847826087,3,0,31.7
43,43,2020-07-16 19:00:00,4.0,1.0,1.5,1.0,58.21661764705882,8585.597877955166,4923.342352941178,4,0,31.3
44,44,2020-07-16 20:00:00,4.0,1.0,1.5,1.0,60.00588235294117,6420.76809326617,5332.076862745097,4,0,30.7
45,45,2020-07-16 21:00:00,4.0,1.0,1.5,1.0,59.986331168831185,3834.8336125898422,5431.233658008658,4,0,30.3
46,46,2020-07-16 22:00:00,4.0,1.0,1.5,1.0,59.98416666666665,2802.984704251804,5424.4678571428585,4,0,29.8
47,47,2020-07-16 23:00:00,4.0,1.0,1.5,1.0,60.01299999999999,3102.780428290611,5622.31,4,0,29.7
48,48,2020-07-17 00:00:00,4.0,1.0,1.5,1.0,59.98979166666663,3355.6347478840603,5856.462499999998,1,0,29.4
49,49,2020-07-17 01:00:00,4.0,1.0,1.5,1.0,60.01770833333332,2901.306402744352,5858.975000000001,0,0,28.6
50,50,2020-07-17 02:00:00,4.0,1.0,1.5,1.0,60.01235507246376,2176.8593693855546,4646.746014492755,0,0,28.3
51,51,2020-07-17 03:00:00,4.0,1.0,1.5,1.0,60.00383695652175,1971.4479813664589,4994.376956521737,0,0,28.1
52,52,2020-07-17 04:00:00,4.0,1.0,1.5,1.0,59.99318181818178,1974.1788615973392,5656.2409090909105,0,0,27.8
53,53,2020-07-17 05:00:00,4.0,1.0,1.5,1.0,59.99034161490682,2956.3152252337027,5465.761904761905,0,0,27.5
54,54,2020-07-17 06:00:00,4.0,1.0,1.5,1.0,59.99977272727275,5405.080376748852,5873.822510822511,0,0,27.7
55,55,2020-07-17 07:00:00,4.0,1.0,1.5,1.0,59.99392857142857,5545.38151311249,5291.738392857143,2,0,28.6
56,56,2020-07-17 08:00:00,4.0,1.0,1.5,1.0,59.98731225296443,5953.544816102868,5770.871541501974,2,0,31.7
57,57,2020-07-17 09:00:00,4.0,1.0,1.5,1.0,59.99500000000004,5683.051733098915,5876.508333333331,2,0,33.6
58,58,2020-07-17 10:00:00,4.0,1.0,1.5,1.0,59.97407608695652,7430.153173640696,5470.873586956521,2,0,34.4
59,59,2020-07-17 11:00:00,4.0,1.0,1.5,1.0,60.00122058823529,9659.250435074913,5816.3899999999985,2,0,35.7
60,60,2020-07-17 12:00:00,4.0,1.0,1.5,1.0,60.00704166666665,9516.315763685696,5099.012499999999,2,0,37.3
61,61,2020-07-17 13:00:00,4.0,1.0,1.5,1.0,73.54431818181818,9447.097690092623,5664.872727272725,3,0,36.6
62,62,2020-07-17 14:00:00,4.0,1.0,1.5,1.0,60.00113095238093,9388.526658736835,4765.816071428571,3,0,36.9
63,63,2020-07-17 15:00:00,4.0,1.0,1.5,1.0,60.00583333333333,9963.011507221683,5159.370138888889,3,0,38.0
64,64,2020-07-17 16:00:00,4.0,1.0,1.5,1.0,59.993206521739104,9074.667567827744,5682.829619565215,3,0,36.0
65,65,2020-07-17 17:00:00,4.0,1.0,1.5,1.0,59.99464285714287,6464.046355706532,5480.053246753245,3,0,33.1
66,66,2020-07-17 18:00:00,4.0,1.0,1.5,1.0,59.98333333333332,6149.661721319181,5877.499999999996,3,0,32.6
67,67,2020-07-17 19:00:00,4.0,1.0,1.5,1.0,58.41175000000001,5642.665853550587,5410.837105263156,4,0,31.8
68,68,2020-07-17 20:00:00,4.0,1.0,1.5,1.0,60.01733333333333,5874.52059663359,4540.798333333335,4,0,31.2
69,69,2020-07-17 21:00:00,4.0,1.0,1.5,1.0,59.966678571428595,4093.790466599483,5820.169047619045,4,0,30.9
70,70,2020-07-17 22:00:00,4.0,1.0,1.5,1.0,60.00666666666669,1881.9228776666776,5878.024999999999,4,0,30.3
71,71,2020-07-17 23:00:00,4.0,1.0,1.5,1.0,60.00260869565215,2084.1253570055205,5675.449999999998,4,0,29.5
72,72,2020-07-18 00:00:00,4.0,1.0,1.5,1.0,59.99624999999998,2265.9002487804123,5119.104999999999,1,1,29.9
73,73,2020-07-18 01:00:00,4.0,1.0,1.5,1.0,60.02302173913042,2496.8391813390817,5069.966956521739,0,1,28.9
74,74,2020-07-18 02:00:00,4.0,1.0,1.5,1.0,59.99856060606061,2019.3108545933637,5200.3466450216465,0,1,28.8
75,75,2020-07-18 03:00:00,4.0,1.0,1.5,1.0,58.78549407114625,1906.1403311773859,5888.269664031617,0,1,28.4
76,76,2020-07-18 04:00:00,4.0,1.0,1.5,1.0,59.98327272727271,1922.5661263966595,5253.30909090909,0,1,28.0
77,77,2020-07-18 05:00:00,4.0,1.0,1.5,1.0,59.98401785714286,2737.922351693102,5308.697916666668,0,1,27.9
78,78,2020-07-18 06:00:00,4.0,1.0,1.5,1.0,58.721168831168825,2703.2866168745604,5450.598917748916,0,1,27.9
79,79,2020-07-18 07:00:00,4.0,1.0,1.5,1.0,60.0191304347826,2471.4849040945874,5491.204347826086,2,1,28.9
80,80,2020-07-18 08:00:00,4.0,1.0,1.5,1.0,60.00727272727272,2203.9483043307146,5264.94090909091,2,1,31.8
81,81,2020-07-18 09:00:00,4.0,1.0,1.5,1.0,58.588664596273276,2058.3788873346675,5027.446894409936,2,1,33.9
82,82,2020-07-18 10:00:00,4.0,1.0,1.5,1.0,59.98083333333334,1843.449352754415,5899.808333333336,2,1,35.5
83,83,2020-07-18 11:00:00,4.0,1.0,1.5,1.0,59.9810770750988,1661.6176427977052,5846.921739130437,2,1,36.7
84,84,2020-07-18 12:00:00,4.0,1.0,1.5,1.0,59.98003267973857,1416.5324401215935,4459.9869281045785,2,1,38.4
85,85,2020-07-18 13:00:00,4.0,1.0,1.5,1.0,60.019808823529395,1299.1833563989921,4493.917205882355,3,1,37.0
86,86,2020-07-18 14:00:00,4.0,1.0,1.5,1.0,60.01149456521741,1259.4119340414454,5705.151992753626,3,1,34.4
87,87,2020-07-18 15:00:00,4.0,1.0,1.5,1.0,59.98840909090907,1350.694472155505,5049.196172248807,3,1,34.4
88,88,2020-07-18 16:00:00,4.0,1.0,1.5,1.0,59.99589130434783,482.0378516021456,5289.821739130437,3,1,33.6
89,89,2020-07-18 17:00:00,4.0,1.0,1.5,1.0,59.99818181818181,372.88208444440227,5632.284090909095,3,1,33.1
90,90,2020-07-18 18:00:00,4.0,1.0,1.5,1.0,59.98771739130433,441.68192495476904,5493.534189723324,3,1,32.6
91,91,2020-07-18 19:00:00,4.0,1.0,1.5,1.0,60.014092105263174,585.313238086082,5666.629210526318,4,1,32.1
92,92,2020-07-18 20:00:00,4.0,1.0,1.5,1.0,59.992971014492724,660.9478501845101,5705.73677536232,4,1,32.0
93,93,2020-07-18 21:00:00,4.0,1.0,1.5,1.0,60.01478260869567,896.0917218111151,5697.365217391307,4,1,31.3
94,94,2020-07-18 22:00:00,4.0,1.0,1.5,1.0,60.00891304347825,1141.1067068261,5644.593478260869,4,1,30.8
95,95,2020-07-18 23:00:00,4.0,1.0,1.5,1.0,59.99078947368422,1331.4004545803223,5344.676315789473,4,1,30.2
96,96,2020-07-19 00:00:00,4.0,1.0,1.5,1.0,60.011587301587284,1403.2865230572997,3823.865476190475,1,1,28.8
97,97,2020-07-19 01:00:00,4.0,1.0,1.5,1.0,59.99552631578948,1448.9766781972155,4580.516353383458,0,1,29.4
98,98,2020-07-19 02:00:00,4.0,1.0,1.5,1.0,60.011976284584954,1343.3564991338546,5445.415019762847,0,1,29.1
99,99,2020-07-19 03:00:00,4.0,1.0,1.5,1.0,59.984358974358976,1358.7063015053964,5142.84358974359,0,1,28.7
100,100,2020-07-19 04:00:00,4.0,1.0,1.5,1.0,59.9886956521739,1357.8672788679546,5656.984782608696,0,1,28.6
101,101,2020-07-19 05:00:00,4.0,1.0,1.5,1.0,60.00889610389611,2232.8792405904424,5702.214718614718,0,1,28.4
102,102,2020-07-19 06:00:00,4.0,1.0,1.5,1.0,60.00153679653681,2751.339558050759,5489.899675324677,0,1,28.3
103,103,2020-07-19 07:00:00,4.0,1.0,1.5,1.0,60.06577272727273,2551.1310823159683,5490.220000000001,2,1,29.1
104,104,2020-07-19 08:00:00,4.0,1.0,1.5,1.0,59.97506250000001,3128.0696378315984,4901.461875000002,2,1,31.2
105,105,2020-07-19 09:00:00,4.0,1.0,1.5,1.0,59.99937747035572,3166.2394225922926,5597.492490118577,2,1,33.2
106,106,2020-07-19 10:00:00,4.0,1.0,1.5,1.0,58.50728947368422,4153.733493738538,5362.474736842105,2,1,35.7
107,107,2020-07-19 11:00:00,4.0,1.0,1.5,1.0,59.9452380952381,4081.808169063213,5306.63611111111,2,1,36.5
108,108,2020-07-19 12:00:00,4.0,1.0,1.5,1.0,59.9833967391304,4656.447459696821,5722.350452898549,2,1,38.1
109,109,2020-07-19 13:00:00,4.0,1.0,1.5,1.0,60.009577922077895,4637.503244820789,5646.253787878785,3,1,39.0
110,110,2020-07-19 14:00:00,4.0,1.0,1.5,1.0,59.98827922077922,4641.484200623879,5527.31212121212,3,1,34.2
111,111,2020-07-19 15:00:00,4.0,1.0,1.5,1.0,60.0128260869565,5360.853361601241,5918.097826086953,3,1,27.3
112,112,2020-07-19 16:00:00,4.0,1.0,1.5,1.0,60.00004545454545,4417.687990787844,5278.501363636363,3,1,28.2
113,113,2020-07-19 17:00:00,4.0,1.0,1.5,1.0,59.99458333333333,3770.7391034179036,5918.28333333333,3,1,29.4
114,114,2020-07-19 18:00:00,4.0,1.0,1.5,1.0,60.011628787878806,3841.3419742313013,5527.458712121209,3,1,29.3
115,115,2020-07-19 19:00:00,4.0,1.0,1.5,1.0,58.65921936758893,3207.718261810652,5918.476086956517,4,1,29.5
116,116,2020-07-19 20:00:00,4.0,1.0,1.5,1.0,59.999226190476186,3172.6668441900647,4804.999523809524,4,1,29.5
117,117,2020-07-19 21:00:00,4.0,1.0,1.5,1.0,59.999523026315785,2270.0443145457957,5595.613157894738,4,1,29.7
118,118,2020-07-19 22:00:00,4.0,1.0,1.5,1.0,59.99477192982457,2552.121154372636,4905.648596491231,4,1,29.4
119,119,2020-07-19 23:00:00,4.0,1.0,1.5,1.0,59.98640789473682,2034.5397149786966,5302.7401315789475,4,1,29.1
120,120,2020-07-20 00:00:00,4.0,1.0,1.5,1.0,60.0149365942029,2135.0334761195163,5920.7563405797055,1,0,26.7
121,121,2020-07-20 01:00:00,4.0,1.0,1.5,1.0,60.001325051759856,2228.2065607204668,5515.08530020704,0,0,28.4
122,122,2020-07-20 02:00:00,4.0,1.0,1.5,1.0,60.00437499999998,1564.5766670633993,5926.216666666667,0,0,28.5
123,123,2020-07-20 03:00:00,4.0,1.0,1.5,1.0,59.96595238095241,1585.822896013875,5929.402380952379,0,0,28.2
124,124,2020-07-20 04:00:00,4.0,1.0,1.5,1.0,60.00558333333334,1584.1268971233676,4185.5358333333315,0,0,28.0
125,125,2020-07-20 05:00:00,4.0,1.0,1.5,1.0,58.24998366013072,2734.604604822367,5454.284477124183,0,0,27.8
126,126,2020-07-20 06:00:00,4.0,1.0,1.5,1.0,60.00253472222222,5049.531741091894,5796.972222222224,0,0,27.6
127,127,2020-07-20 07:00:00,4.0,1.0,1.5,1.0,60.01063146997929,7532.004449542862,5322.098654244306,2,0,28.4
128,128,2020-07-20 08:00:00,4.0,1.0,1.5,1.0,60.02207792207794,9367.260131361043,5935.727272727276,2,0,30.1
129,129,2020-07-20 09:00:00,4.0,1.0,1.5,1.0,60.011533180778045,10823.388870046601,5118.298970251714,2,0,32.3
130,130,2020-07-20 10:00:00,4.0,1.0,1.5,1.0,59.98681818181818,12209.534973942704,5722.413636363633,2,0,33.8
131,131,2020-07-20 11:00:00,4.0,1.0,1.5,1.0,74.1605059523809,12921.578185398666,5348.532440476188,2,0,34.7
132,132,2020-07-20 12:00:00,4.0,1.0,1.5,1.0,59.984375,12804.76371718714,5936.316666666665,2,0,34.9
133,133,2020-07-20 13:00:00,4.0,1.0,1.5,1.0,59.99416666666664,12848.183383571479,5936.412499999998,3,0,37.8
134,134,2020-07-20 14:00:00,4.0,1.0,1.5,1.0,59.96369318181818,12827.098804009625,5544.708712121209,3,0,33.9
135,135,2020-07-20 15:00:00,4.0,1.0,1.5,1.0,60.003982683982706,13203.585854144847,5236.667640692639,3,0,31.7
136,136,2020-07-20 16:00:00,4.0,1.0,1.5,1.0,59.98961722488036,12236.74975850465,4803.158014354067,3,0,31.8
137,137,2020-07-20 17:00:00,4.0,1.0,1.5,1.0,60.017910216718256,9763.25797377423,5936.811764705882,3,0,25.7
138,138,2020-07-20 18:00:00,4.0,1.0,1.5,1.0,60.00979166666667,7106.8869263434,5153.298333333331,3,0,26.3
139,139,2020-07-20 19:00:00,4.0,1.0,1.5,1.0,59.97738095238096,5183.17648158481,4972.825,4,0,26.5
140,140,2020-07-20 20:00:00,4.0,1.0,1.5,1.0,60.00541304347827,3676.27699191111,5119.431630434781,4,0,26.4
141,141,2020-07-20 21:00:00,4.0,1.0,1.5,1.0,59.99641304347827,2383.1375168028862,5937.208152173914,4,0,26.5
142,142,2020-07-20 22:00:00,4.0,1.0,1.5,1.0,59.99130681818186,1742.2195918251523,5545.6642045454555,4,0,26.8
143,143,2020-07-20 23:00:00,4.0,1.0,1.5,1.0,59.97466485507245,1845.069413572033,5937.905797101452,4,0,26.9
144,144,2020-07-21 00:00:00,4.0,1.0,1.5,1.0,59.98143540669857,1822.9764111796885,4870.503708133972,1,0,28.6
145,145,2020-07-21 01:00:00,4.0,1.0,1.5,1.0,60.00916149068322,1912.8988498521271,5532.856521739132,0,0,26.7
146,146,2020-07-21 02:00:00,4.0,1.0,1.5,1.0,58.518375000000006,1572.9726311432999,4691.202500000001,0,0,26.4
147,147,2020-07-21 03:00:00,4.0,1.0,1.5,1.0,59.99365476190477,1331.8531482710996,4988.66619047619,0,0,26.5
148,148,2020-07-21 04:00:00,4.0,1.0,1.5,1.0,59.99291666666665,1318.0137641703518,5948.7875,0,0,26.4
149,149,2020-07-21 05:00:00,4.0,1.0,1.5,1.0,59.98377631578946,2748.4237726401425,4641.949868421054,0,0,26.6
150,150,2020-07-21 06:00:00,4.0,1.0,1.5,1.0,59.995922619047654,5070.661060073602,5362.332738095238,0,0,26.7
151,151,2020-07-21 07:00:00,4.0,1.0,1.5,1.0,59.98000000000002,7817.221854351785,5951.981250000003,2,0,27.8
152,152,2020-07-21 08:00:00,4.0,1.0,1.5,1.0,60.006250000000016,10302.253104351788,5952.366666666666,2,0,30.1
153,153,2020-07-21 09:00:00,4.0,1.0,1.5,1.0,60.000202380952366,13109.346177944859,5363.224523809522,2,0,32.5
154,154,2020-07-21 10:00:00,4.0,1.0,1.5,1.0,59.98484126984127,15596.291171357243,5513.591269841269,2,0,33.8
155,155,2020-07-21 11:00:00,4.0,1.0,1.5,1.0,59.98339598997494,15752.953402528055,5090.71090225564,2,0,36.0
156,156,2020-07-21 12:00:00,4.0,1.0,1.5,1.0,60.00660714285715,17166.331468906123,5686.742857142857,2,0,36.3
157,157,2020-07-21 13:00:00,4.0,1.0,1.5,1.0,60.0132045454545,18730.829574966727,5256.074545454545,3,0,35.6
158,158,2020-07-21 14:00:00,4.0,1.0,1.5,1.0,59.993392857142865,19365.451090464958,5599.231428571427,3,0,34.5
159,159,2020-07-21 15:00:00,4.0,1.0,1.5,1.0,60.01907114624504,20186.36451037838,5338.729644268773,3,0,32.7
160,160,2020-07-21 16:00:00,4.0,1.0,1.5,1.0,59.99257763975155,18700.89814697351,5543.6390269151125,3,0,32.1
161,161,2020-07-21 17:00:00,4.0,1.0,1.5,1.0,59.99227777777776,16213.062592177434,5891.2424999999985,3,0,30.0
162,162,2020-07-21 18:00:00,4.0,1.0,1.5,1.0,60.00208333333333,13313.544523289796,5953.466666666663,3,0,29.2
163,163,2020-07-21 19:00:00,4.0,1.0,1.5,1.0,60.02755148741418,10817.964013220158,4724.6588100686495,4,0,29.6
164,164,2020-07-21 20:00:00,4.0,1.0,1.5,1.0,59.958694444444454,8002.175989441705,5057.372777777778,4,0,29.3
165,165,2020-07-21 21:00:00,4.0,1.0,1.5,1.0,59.98462566844918,5617.904894100945,5450.66911764706,4,0,29.3
166,166,2020-07-21 22:00:00,4.0,1.0,1.5,1.0,60.008882575757596,5517.196584294809,5561.444886363636,4,0,29.5
167,167,2020-07-21 23:00:00,4.0,1.0,1.5,1.0,59.99064311594202,4263.791166480301,5954.496014492754,4,0,29.1
168,168,2020-07-22 00:00:00,4.0,1.0,1.5,1.0,58.624720496894426,2891.4574214210134,5751.053519668741,1,0,29.6
169,169,2020-07-22 01:00:00,4.0,1.0,1.5,1.0,59.99747607655503,2333.6919665288424,4541.835167464116,0,0,28.4
170,170,2020-07-22 02:00:00,4.0,1.0,1.5,1.0,60.019204545454556,1578.9268150136913,5908.619318181819,0,0,28.1
171,171,2020-07-22 03:00:00,4.0,1.0,1.5,1.0,58.71394927536231,1611.6555077957196,5766.09963768116,0,0,28.0
172,172,2020-07-22 04:00:00,4.0,1.0,1.5,1.0,60.00325000000001,1619.7748201139482,5044.788409090909,0,0,27.9
173,173,2020-07-22 05:00:00,4.0,1.0,1.5,1.0,59.97652173913043,2663.93114657734,5762.410869565216,0,0,27.5
174,174,2020-07-22 06:00:00,4.0,1.0,1.5,1.0,59.97562499999998,5315.793041928363,5969.637500000002,0,0,27.5
175,175,2020-07-22 07:00:00,4.0,1.0,1.5,1.0,60.00583333333334,7095.582477338665,5970.575000000002,2,0,28.2
176,176,2020-07-22 08:00:00,4.0,1.0,1.5,1.0,60.0004186602871,9374.24652393107,5047.086842105263,2,0,30.3
177,177,2020-07-22 09:00:00,4.0,1.0,1.5,1.0,58.444613003095974,12059.434468595102,5562.625541795665,2,0,32.6
178,178,2020-07-22 10:00:00,4.0,1.0,1.5,1.0,59.990505952380936,13921.153270247993,5381.980952380955,2,0,33.1
179,179,2020-07-22 11:00:00,4.0,1.0,1.5,1.0,59.99096428571429,14672.89042439819,5747.493095238101,2,0,35.3
180,180,2020-07-22 12:00:00,4.0,1.0,1.5,1.0,59.99713250517597,16007.170045139766,5356.5215320911,2,0,35.0
181,181,2020-07-22 13:00:00,4.0,1.0,1.5,1.0,72.40522644927539,17966.110337390335,5972.54166666667,3,0,35.7
182,182,2020-07-22 14:00:00,4.0,1.0,1.5,1.0,73.52140909090906,17912.47571364088,5036.950909090911,3,0,35.0
183,183,2020-07-22 15:00:00,4.0,1.0,1.5,1.0,75.68322368421055,18966.901167162872,5198.600789473687,3,0,33.2
184,184,2020-07-22 16:00:00,4.0,1.0,1.5,1.0,59.99964015151514,17850.84196310935,5579.318939393943,3,0,32.8
185,185,2020-07-22 17:00:00,4.0,1.0,1.5,1.0,59.998964803312596,15053.530227743266,5562.308799171845,3,0,32.9
186,186,2020-07-22 18:00:00,4.0,1.0,1.5,1.0,60.0040019762846,13183.487149444753,5649.609090909094,3,0,32.5
187,187,2020-07-22 19:00:00,4.0,1.0,1.5,1.0,60.024625,10843.480012861532,5240.138750000003,4,0,32.2
188,188,2020-07-22 20:00:00,4.0,1.0,1.5,1.0,59.98000000000002,8205.107285588803,5487.06363636364,4,0,31.6
189,189,2020-07-22 21:00:00,4.0,1.0,1.5,1.0,60.00653409090907,6300.440585984062,5579.805303030306,4,0,31.0
190,190,2020-07-22 22:00:00,4.0,1.0,1.5,1.0,58.60241200828159,5443.059227758955,5152.361076604552,4,0,30.4
191,191,2020-07-22 23:00:00,4.0,1.0,1.5,1.0,59.97395833333334,4216.071273684044,5974.195833333331,4,0,30.2
192,192,2020-07-23 00:00:00,4.0,1.0,1.5,1.0,59.980638888888905,2363.729663054885,5388.112500000001,1,0,28.2
193,193,2020-07-23 01:00:00,4.0,1.0,1.5,1.0,59.99411363636364,2489.8848013948054,5391.2640909090915,0,0,29.0
194,194,2020-07-23 02:00:00,4.0,1.0,1.5,1.0,60.00742753623187,1479.5509605944578,5783.078623188407,0,0,28.7
195,195,2020-07-23 03:00:00,4.0,1.0,1.5,1.0,58.577782738095244,1483.3625997129152,5742.760863095238,0,0,28.5
196,196,2020-07-23 04:00:00,4.0,1.0,1.5,1.0,59.99104166666667,1458.5974952521588,5983.983333333334,0,0,28.1
197,197,2020-07-23 05:00:00,4.0,1.0,1.5,1.0,58.678549783549784,2432.804818484481,5421.564177489179,0,0,27.9
198,198,2020-07-23 06:00:00,4.0,1.0,1.5,1.0,58.53838043478261,5008.70836695621,5587.688260869565,0,0,27.9
199,199,2020-07-23 07:00:00,4.0,1.0,1.5,1.0,59.99488157894735,7782.09374245028,5516.431315789471,2,0,28.6
200,200,2020-07-23 08:00:00,4.0,1.0,1.5,1.0,60.01475000000001,10047.27654877439,4540.447499999998,2,0,31.2
201,201,2020-07-23 09:00:00,4.0,1.0,1.5,1.0,60.01233333333333,12889.998816090405,5822.543333333332,2,0,32.9
202,202,2020-07-23 10:00:00,4.0,1.0,1.5,1.0,60.01188888888888,15683.7737078653,5280.555555555556,2,0,33.8
203,203,2020-07-23 11:00:00,4.0,1.0,1.5,1.0,60.01115800865796,15505.091692910557,5990.538095238096,2,0,36.7
204,204,2020-07-23 12:00:00,4.0,1.0,1.5,1.0,59.99223320158103,16464.125063031872,5666.116798418973,2,0,35.1
205,205,2020-07-23 13:00:00,4.0,1.0,1.5,1.0,59.98260869565216,18557.88314625646,5784.965217391305,3,0,34.3
206,206,2020-07-23 14:00:00,4.0,1.0,1.5,1.0,60.000041666666654,18548.51193413525,5004.879999999999,3,0,34.1
207,207,2020-07-23 15:00:00,4.0,1.0,1.5,1.0,58.16090773809522,19113.312799936117,4568.082142857143,3,0,34.7
208,208,2020-07-23 16:00:00,4.0,1.0,1.5,1.0,60.00065909090909,18196.359264582577,5991.0136363636375,3,0,33.3
209,209,2020-07-23 17:00:00,4.0,1.0,1.5,1.0,59.992099567099565,15497.43623273959,5775.988744588745,3,0,27.4
210,210,2020-07-23 18:00:00,4.0,1.0,1.5,1.0,59.98693939393941,12587.918625840559,5560.9610606060605,3,0,28.8
211,211,2020-07-23 19:00:00,4.0,1.0,1.5,1.0,59.98903571428573,10282.743241277823,5089.863928571428,4,0,28.7
212,212,2020-07-23 20:00:00,4.0,1.0,1.5,1.0,58.59428571428572,7508.993241277826,5300.907142857143,4,0,29.0
