,lastReportTime,p_sum,weekend,session,ae_tot,Temp(¢J)
251,2020-08-17 23:00:00,73709.19194214874,0,4,578688.7563636365,29.8
252,2020-08-18 00:00:00,85779.77630853993,0,1,578760.7849999999,30.4
253,2020-08-18 01:00:00,98446.68481607517,0,0,578881.55,29.6
254,2020-08-18 02:00:00,109749.22727272725,0,0,579024.8683333334,29.6
255,2020-08-18 03:00:00,118335.49738292012,0,0,579159.85,29.0
256,2020-08-18 04:00:00,125906.90041322313,0,0,579289.7200000001,29.1
257,2020-08-18 05:00:00,130655.453030303,0,0,579421.8950000001,29.3
258,2020-08-18 06:00:00,129394.91060606058,0,0,579577.0133333332,29.5
259,2020-08-18 07:00:00,122025.51515151512,0,2,579728.5200000001,30.1
260,2020-08-18 08:00:00,114188.54421487602,0,2,579861.6781818182,29.7
261,2020-08-18 09:00:00,105813.35785123966,0,2,579988.275,30.3
262,2020-08-18 10:00:00,97412.86542699725,0,2,580104.2566666666,29.8
263,2020-08-18 11:00:00,86404.98057851238,0,2,580197.0233333332,30.4
264,2020-08-18 12:00:00,74350.0639118457,0,2,580266.475,31.7
265,2020-08-18 13:00:00,62732.2825987144,0,3,580322.5256060606,34.4
266,2020-08-18 14:00:00,51907.381588613396,0,3,570956.9999999999,34.9
267,2020-08-18 15:00:00,42326.013911845715,0,3,580405.48,33.2
268,2020-08-18 16:00:00,36742.741184572995,0,3,580433.7433333334,33.2
269,2020-08-18 17:00:00,33252.09724517906,0,3,580454.6145454546,32.1
270,2020-08-18 18:00:00,33309.33319559228,0,3,580473.2483333334,31.6
271,2020-08-18 19:00:00,39226.22231404958,0,4,580490.1233333333,31.1
272,2020-08-18 20:00:00,48218.69049586776,0,4,580506.8700000001,30.6
273,2020-08-18 21:00:00,57437.827272727256,0,4,580536.54,30.4
274,2020-08-18 22:00:00,67702.03333333331,0,4,580581.2133333333,30.2
275,2020-08-18 23:00:00,77469.46666666665,0,4,580630.2500000001,30.4
276,2020-08-19 00:00:00,90180.35858585857,0,1,580716.9549999997,29.7
277,2020-08-19 01:00:00,103173.09444444442,0,0,580848.225,30.1
278,2020-08-19 02:00:00,115074.7833333333,0,0,580983.7161818182,29.8
279,2020-08-19 03:00:00,123035.63181818176,0,0,581113.9783333333,29.2
280,2020-08-19 04:00:00,130535.66212121208,0,0,581247.8733333333,28.8
281,2020-08-19 05:00:00,133811.95344352612,0,0,581390.5033333334,28.2
282,2020-08-19 06:00:00,128699.99655647378,0,0,581552.4633333333,27.9
283,2020-08-19 07:00:00,119321.89352617077,0,2,581708.1316666667,28.6
284,2020-08-19 08:00:00,110738.98911845725,0,2,581853.4616666668,31.0
285,2020-08-19 09:00:00,100865.82548209363,0,2,581980.0783333335,32.3
286,2020-08-19 10:00:00,91427.31184572999,0,2,582096.3883333334,33.6
287,2020-08-19 11:00:00,78640.71642725958,0,2,582169.8309090908,35.6
288,2020-08-19 12:00:00,65659.52174012852,0,2,582212.915,35.7
289,2020-08-19 13:00:00,53509.504363505155,0,3,582252.9704545455,36.3
290,2020-08-19 14:00:00,42781.073371769635,0,3,582287.1866666665,36.1
291,2020-08-19 15:00:00,33034.07511045519,0,3,582312.5016666666,35.3
292,2020-08-19 16:00:00,27708.196322576405,0,3,576886.0666666668,34.0
293,2020-08-19 17:00:00,25851.146391446928,0,3,582349.8121212121,32.9
294,2020-08-19 18:00:00,27655.26209392627,0,3,582366.9733333333,31.9
295,2020-08-19 19:00:00,34819.653967204504,0,4,582382.8622727273,31.1
296,2020-08-19 20:00:00,46849.76760356814,0,4,582397.9836363636,30.3
297,2020-08-19 21:00:00,58418.395840482735,0,4,582425.9933333334,30.0
298,2020-08-19 22:00:00,69322.5942892562,0,4,582463.2516666666,29.9
299,2020-08-19 23:00:00,78558.34200669028,0,4,582508.1719696969,29.6
300,2020-08-20 00:00:00,90463.96120149546,0,1,582590.095,30.0
301,2020-08-20 01:00:00,102980.5724962613,0,0,582739.1133333333,29.5
302,2020-08-20 02:00:00,114889.78508264461,0,0,582899.5825757575,29.4
303,2020-08-20 03:00:00,124283.67599173552,0,0,558083.1833333332,28.9
304,2020-08-20 04:00:00,132340.44644628098,0,0,583170.0283333333,28.5
305,2020-08-20 05:00:00,137161.44438016525,0,0,583295.116909091,28.0
306,2020-08-20 06:00:00,132402.47165289253,0,0,583445.2849999999,27.7
307,2020-08-20 07:00:00,121169.41104683196,0,2,583594.2271212122,28.3
308,2020-08-20 08:00:00,109852.46793388428,0,2,583740.2,31.0
309,2020-08-20 09:00:00,100151.05636363637,0,2,583876.7449999999,33.1
310,2020-08-20 10:00:00,92141.87303030302,0,2,583994.8466666667,34.5
311,2020-08-20 11:00:00,80147.0818181818,0,2,584089.85,35.2
312,2020-08-20 12:00:00,67949.92246109746,0,2,584136.74,35.7
313,2020-08-20 13:00:00,55830.99308688853,0,3,584168.3601515151,35.4
314,2020-08-20 14:00:00,44211.97148062318,0,3,584195.6981818182,35.7
315,2020-08-20 15:00:00,34300.92506887052,0,3,584226.0933333334,35.3
316,2020-08-20 16:00:00,27945.10758635304,0,3,584249.4466666665,34.2
317,2020-08-20 17:00:00,25502.185674931126,0,3,584265.3066666665,32.9
318,2020-08-20 18:00:00,27134.33939393939,0,3,584282.2466666667,32.2
319,2020-08-20 19:00:00,36558.30123966942,0,4,584295.4949999999,31.3
320,2020-08-20 20:00:00,49819.84311294765,0,4,584309.3566666667,30.9
321,2020-08-20 21:00:00,63515.76129476582,0,4,584340.5749999997,30.7
322,2020-08-20 22:00:00,77552.60674931128,0,4,584379.6460606061,30.6
323,2020-08-20 23:00:00,87787.17065185019,0,4,584422.2309090908,30.5
324,2020-08-21 00:00:00,97847.37192688556,0,1,584504.9633333333,29.3
325,2020-08-21 01:00:00,107384.10069568534,0,0,584670.4833333334,30.0
